No errors
Max results hit (1000): not all possible results returned; 
43 ms
data source=metars
1000 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
K4S1 021655Z AUTO 00000KT 5SM HZ CLR 05/02 A3020 RMK AO2,K4S1,2023-03-02T16:55:00Z,42.42,-124.42,5.0,2.0,0,0,,5.0,30.200787,,,TRUE,TRUE,,,,,,HZ,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,7.0
K4S1 021635Z AUTO 00000KT 5SM HZ CLR 05/02 A3020 RMK AO2,K4S1,2023-03-02T16:35:00Z,42.42,-124.42,5.0,2.0,0,0,,5.0,30.200787,,,TRUE,TRUE,,,,,,HZ,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,7.0
K4S1 021615Z AUTO 05007KT 5SM HZ CLR 04/01 A3020 RMK AO2,K4S1,2023-03-02T16:15:00Z,42.42,-124.42,4.0,1.0,50,7,,5.0,30.200787,,,TRUE,TRUE,,,,,,HZ,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,7.0
K4S1 021555Z AUTO 04007KT 10SM -DZ CLR 03/01 A3021 RMK AO2,K4S1,2023-03-02T15:55:00Z,42.42,-124.42,3.0,1.0,40,7,,10.0,30.209646,,,TRUE,TRUE,,,,,,-DZ,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
K4S1 021535Z AUTO 05008KT 7SM CLR 03/01 A3020 RMK AO2,K4S1,2023-03-02T15:35:00Z,42.42,-124.42,3.0,1.0,50,8,,7.0,30.200787,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
K4S1 021515Z AUTO 05011KT 7SM CLR 03/01 A3021 RMK AO2,K4S1,2023-03-02T15:15:00Z,42.42,-124.42,3.0,1.0,50,11,,7.0,30.209646,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
K4S1 021455Z AUTO 05010KT 7SM CLR 03/01 A3021 RMK AO2,K4S1,2023-03-02T14:55:00Z,42.42,-124.42,3.0,1.0,50,10,,7.0,30.209646,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
K4S1 021435Z AUTO 05010KT 7SM CLR 02/00 A3020 RMK AO2,K4S1,2023-03-02T14:35:00Z,42.42,-124.42,2.0,0.0,50,10,,7.0,30.200787,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
K4S1 021415Z AUTO 05010KT 10SM CLR 02/00 A3021 RMK AO2,K4S1,2023-03-02T14:15:00Z,42.42,-124.42,2.0,0.0,50,10,,10.0,30.209646,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
K4S1 021355Z AUTO 05010KT 7SM CLR 02/00 A3022 RMK AO2,K4S1,2023-03-02T13:55:00Z,42.42,-124.42,2.0,0.0,50,10,,7.0,30.221457,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
