No errors
Max results hit (1000): not all possible results returned; 
77 ms
data source=metars
1000 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
K6S2 141755Z AUTO 35009KT 330V030 10SM FEW045 BKN085 06/04 A3009 RMK AO2,K6S2,2023-02-14T17:55:00Z,43.98,-124.12,6.0,4.0,350,9,,10.0,30.088583,,,TRUE,TRUE,,,,,,,FEW,4500,BKN,8500,,,,,VFR,,,,,,,,,,,,METAR,16.0
K6S2 141735Z AUTO VRB05G13KT 10SM BKN085 05/04 A3009 RMK AO2,K6S2,2023-02-14T17:35:00Z,43.98,-124.12,5.0,4.0,0,5,13,10.0,30.088583,,,TRUE,TRUE,,,,,,,BKN,8500,,,,,,,VFR,,,,,,,,,,,,METAR,16.0
K6S2 141715Z AUTO 36007G17KT 330V060 9SM CLR 05/04 A3007 RMK AO2,K6S2,2023-02-14T17:15:00Z,43.98,-124.12,5.0,4.0,360,7,17,9.0,30.070866,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,16.0
K6S2 141655Z AUTO 33012G20KT 5SM -RA BR FEW014 SCT019 BKN090 04/04 A3006 RMK AO2 P0002,K6S2,2023-02-14T16:55:00Z,43.98,-124.12,4.0,4.0,330,12,20,5.0,30.059055,,,TRUE,TRUE,,,,,,-RA BR,FEW,1400,SCT,1900,BKN,9000,,,MVFR,,,,,,0.02,,,,,,METAR,16.0
K6S2 141635Z AUTO 36009G23KT 330V040 9SM SCT018 BKN028 BKN040 05/04 A3004 RMK AO2,K6S2,2023-02-14T16:35:00Z,43.98,-124.12,5.0,4.0,360,9,23,9.0,30.041338,,,TRUE,TRUE,,,,,,,SCT,1800,BKN,2800,BKN,4000,,,MVFR,,,,,,,,,,,,SPECI,16.0
K6S2 141615Z AUTO 34012G19KT 6SM -RA BR FEW008 BKN024 BKN038 04/04 A3004 RMK AO2,K6S2,2023-02-14T16:15:00Z,43.98,-124.12,4.0,4.0,340,12,19,6.0,30.041338,,,TRUE,TRUE,,,,,,-RA BR,FEW,800,BKN,2400,BKN,3800,,,MVFR,,,,,,,,,,,,METAR,16.0
K6S2 141555Z AUTO 34012G28KT 2 1/2SM -RA BR FEW008 SCT021 BKN042 03/03 A3003 RMK AO2,K6S2,2023-02-14T15:55:00Z,43.98,-124.12,3.0,3.0,340,12,28,2.5,30.029528,,,TRUE,TRUE,,,,,,-RA BR,FEW,800,SCT,2100,BKN,4200,,,IFR,,,,,,,,,,,,METAR,16.0
K6S2 141535Z AUTO 33008G17KT 10SM SCT020 BKN039 OVC075 04/03 A3003 RMK AO2,K6S2,2023-02-14T15:35:00Z,43.98,-124.12,4.0,3.0,330,8,17,10.0,30.029528,,,TRUE,TRUE,,,,,,,SCT,2000,BKN,3900,OVC,7500,,,VFR,,,,,,,,,,,,SPECI,16.0
K6S2 141515Z AUTO 34013G25KT 9SM FEW017 BKN024 OVC055 05/04 A3004 RMK AO2,K6S2,2023-02-14T15:15:00Z,43.98,-124.12,5.0,4.0,340,13,25,9.0,30.041338,,,TRUE,TRUE,,,,,,,FEW,1700,BKN,2400,OVC,5500,,,MVFR,,,,,,,,,,,,METAR,16.0
K6S2 141455Z AUTO 35007G12KT 320V040 6SM -RA BR SCT021 BKN032 BKN044 03/03 A3004 RMK AO2 P0003,K6S2,2023-02-14T14:55:00Z,43.98,-124.12,3.0,3.0,350,7,12,6.0,30.041338,,,TRUE,TRUE,,,,,,-RA BR,SCT,2100,BKN,3200,BKN,4400,,,VFR,,,,,,0.03,,,,,,METAR,16.0
K6S2 141435Z AUTO 00000KT 7SM -RA FEW005 SCT028 BKN047 03/03 A3003 RMK AO2,K6S2,2023-02-14T14:35:00Z,43.98,-124.12,3.0,3.0,0,0,,7.0,30.029528,,,TRUE,TRUE,,,,,,-RA,FEW,500,SCT,2800,BKN,4700,,,VFR,,,,,,,,,,,,METAR,16.0
K6S2 141415Z AUTO 00000KT 9SM FEW017 SCT030 BKN037 03/03 A3002 RMK AO2,K6S2,2023-02-14T14:15:00Z,43.98,-124.12,3.0,3.0,0,0,,9.0,30.02067,,,TRUE,TRUE,,,,,,,FEW,1700,SCT,3000,BKN,3700,,,VFR,,,,,,,,,,,,SPECI,16.0
K6S2 141355Z AUTO 00000KT 9SM FEW015 SCT028 BKN036 03/03 A3003 RMK AO2,K6S2,2023-02-14T13:55:00Z,43.98,-124.12,3.0,3.0,0,0,,9.0,30.029528,,,TRUE,TRUE,,,,,,,FEW,1500,SCT,2800,BKN,3600,,,VFR,,,,,,,,,,,,METAR,16.0
K6S2 141335Z AUTO 02004KT 10SM SCT011 BKN029 OVC060 03/03 A3002 RMK AO2,K6S2,2023-02-14T13:35:00Z,43.98,-124.12,3.0,3.0,20,4,,10.0,30.02067,,,TRUE,TRUE,,,,,,,SCT,1100,BKN,2900,OVC,6000,,,MVFR,,,,,,,,,,,,METAR,16.0
K6S2 141315Z AUTO 34009G19KT 5SM -RA BR FEW004 SCT011 BKN018 04/04 A3002 RMK AO2,K6S2,2023-02-14T13:15:00Z,43.98,-124.12,4.0,4.0,340,9,19,5.0,30.02067,,,TRUE,TRUE,,,,,,-RA BR,FEW,400,SCT,1100,BKN,1800,,,MVFR,,,,,,,,,,,,SPECI,16.0
K6S2 141255Z AUTO VRB04G10KT 7SM BKN016 BKN022 OVC038 04/04 A3001 RMK AO2 P0002,K6S2,2023-02-14T12:55:00Z,43.98,-124.12,4.0,4.0,0,4,10,7.0,30.008858,,,TRUE,TRUE,,,,,,,BKN,1600,BKN,2200,OVC,3800,,,MVFR,,,,,,0.02,,,,,,METAR,16.0
K6S2 141235Z AUTO 35007G12KT 320V020 9SM FEW003 SCT012 BKN026 04/04 A3001 RMK AO2,K6S2,2023-02-14T12:35:00Z,43.98,-124.12,4.0,4.0,350,7,12,9.0,30.008858,,,TRUE,TRUE,,,,,,,FEW,300,SCT,1200,BKN,2600,,,MVFR,,,,,,,,,,,,SPECI,16.0
K6S2 141215Z AUTO 33014G23KT 10SM FEW003 SCT023 BKN029 06/04 A3000 RMK AO2,K6S2,2023-02-14T12:15:00Z,43.98,-124.12,6.0,4.0,330,14,23,10.0,30.0,,,TRUE,TRUE,,,,,,,FEW,300,SCT,2300,BKN,2900,,,MVFR,,,,,,,,,,,,SPECI,16.0
K6S2 141155Z AUTO 32009G19KT 10SM FEW002 BKN021 OVC075 06/04 A3000 RMK AO2 P0002,K6S2,2023-02-14T11:55:00Z,43.98,-124.12,6.0,4.0,320,9,19,10.0,30.0,,,TRUE,TRUE,,,,,,,FEW,200,BKN,2100,OVC,7500,,,MVFR,,,,,,0.02,,,,,,METAR,16.0
K6S2 141135Z AUTO 32012G19KT 9SM FEW002 BKN016 OVC080 06/04 A3001 RMK AO2,K6S2,2023-02-14T11:35:00Z,43.98,-124.12,6.0,4.0,320,12,19,9.0,30.008858,,,TRUE,TRUE,,,,,,,FEW,200,BKN,1600,OVC,8000,,,MVFR,,,,,,,,,,,,SPECI,16.0
